,DATE,TIME,SYS-CTL,RF-CTRL,ECONCTRL,ACCH-SEL,HWC-VLV,CHWC-VLV,EA-DMPR,RA-DMPR,OA-DMPR,SF-SST,RF-SST,SF-WAT,RF-WAT,HWP-GPM,CHWP-GPM,RFCFMLAG,RF-SFSPD,SAT_SPT,SA_SPSPT,RMT-CFM,SA-CFM,RA-CFM,OA-CFM,SA-TEMP,MA-TEMP,RA-TEMP,HWC-DAT,CHWC-DAT,SA-SP,SF-DP,RF-DP,SF-SPD,RF-SPD,SA-HUMD,RA-HUMD,OA-TEMP,OAD-TEMP,HWC-EWT,HWC-LWT,HWC-MWT,CHWC-EWT,CHWC-LWT,CHWC-MWT,HWP-DP,CHWC-EAH,CHWC-LAH,RM-TEMP,PLN-TEMP,VAV-EAT,VAV-DAT,VAVHCVLV,VAV-DMPR,RMCLGSPT,RMHTGSPT,OCC-MAX,OCC-MIN,VAV-DP,VAVCFMDP,VAVHCEWT,VAVHCLWT,VAVHCGPM,RM-TEMP.1,PLN-TEMP.1,VAV-EAT.1,VAV-DAT.1,VAVHCVLV.1,VAV-DMPR.1,RMCLGSPT.1,RMHTGSPT.1,OCC-MAX.1,OCC-MIN.1,VAV-DP.1,VAVCFMDP.1,VAVHCEWT.1,VAVHCLWT.1,VAVHCGPM.1,RM-TEMP.2,PLN-TEMP.2,VAV-EAT.2,VAV-DAT.2,VAVHCVLV.2,VAV-DMPR.2,RMCLGSPT.2,RMHTGSPT.2,OCC-MAX.2,OCC-MIN.2,VAV-DP.2,VAVCFMDP.2,VAVHCEWT.2,VAVHCLWT.2,VAVHCGPM.2,RM-TEMP.3,PLN-TEMP.3,VAV-EAT.3,VAV-DAT.3,VAVHCVLV.3,VAV-DMPR.3,RMCLGSPT.3,RMHTGSPT.3,OCC-MAX.3,OCC-MIN.3,VAV-DP.3,VAVCFMDP.3,VAVHCEWT.3,VAVHCLWT.3,VAVHCGPM.3,IABBHT1,IABBHT2,IBBBHT1,IBBBHT2,WABBHT1,WABBHT2,WBBBHT1,WBBBHT2,SABBHT1,SABBHT2,SBBBHT1,SBBBHT2,EABBHT1,EABBHT2,EBBBHT1,EBBBHT2,IBBAMPS,WBBAMPS,SBBAMPS,EBBAMPS,IALITES1,IALITES2,IBLITES1,IBLITES2,WALITES1,WALITES2,WBLITES1,WBLITES2,SALITES1,SALITES2,SBLITES1,SBLITES2,EALITES1,EALITES2,EBLITES1,EBLITES2,IALITWAT,WALITWAT,SALITWAT,EALITWAT,IBLITWAT,WBLITWAT,SBLITWAT,EBLITWAT,HWC_GPM,CHWC_GPM,E_hcoil,E_ccoil,E_SF,E_RF,E_ZONE_I,E_ZONE_W,E_ZONE_S,E_ZONE_E,FAULT
360,5152008,600,1,1,3,1,100.0,100,0.0,0.0,0.0,0,0,35.139,36.31,0.011,11.965,0,80,55,1.4,13.336,2.248,2.228,3.131,70.754,64.95,70.919,59.208,57.364,0.0,-0.014,0.025,20.0,20.0,33.799,31.102,46.591,68.706,72.389,70.922,75.844,42.445,42.646,42.843,-10.82,46.313,51.656,71.188,70.625,70.438,70.563,0.0,0,72,70,1000,200,0.0,13.43,72.188,71.0,0.014,69.188,71.188,71.625,70.938,0.0,17.578,72,70,1000,200,0.0,0.0,73.188,72.75,0.029,69.375,72.375,71.813,71.563,31.797,35.656,72,70,1000,200,-0.001,0.0,73.438,72.563,0.034,68.938,71.188,71.438,70.688,52.0,25.609,72,70,1000,200,0.0,0.0,72.688,72.063,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.01,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.149,-0.148,0.0,0.001,0.001,-0.148,0.001,-0.026,23.692,0.0,0.66,0.035,0.036,0.002,0.002,0.004,0.002,CCVS_FO
361,5152008,601,1,1,3,1,100.0,100,40.0,40.0,40.0,1,1,115.959,91.362,23.897,12.053,0,80,55,1.4,224.5,417.488,450.338,3.038,70.109,65.268,70.919,59.42,55.758,0.092,0.166,0.047,20.135,16.0,33.294,30.85,46.559,68.706,117.664,70.922,106.128,42.445,43.586,43.571,-10.82,46.156,52.625,71.188,70.625,70.25,70.563,0.0,0,72,70,1000,200,0.002,35.469,72.313,71.063,0.014,69.188,71.125,71.438,71.063,37.813,37.844,72,70,1000,200,0.009,109.5,73.063,72.75,0.042,69.313,72.313,71.625,71.688,32.0,54.125,72,70,1000,200,0.012,125.188,73.438,72.75,0.03,68.938,71.125,71.313,70.813,52.313,46.531,72,70,1000,200,0.009,106.938,72.625,72.063,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.01,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.074,-0.297,-0.222,-0.148,-0.146,-0.072,-0.296,-0.072,5.898,11.895,39.819,1.881,0.116,0.091,0.003,0.002,0.003,0.003,CCVS_FO
362,5152008,602,1,1,3,1,100.0,100,42.343,42.343,42.343,1,1,151.098,91.362,23.886,11.994,0,80,55,1.4,224.5,533.214,617.79,0.434,64.727,66.541,71.235,60.899,51.369,0.168,0.31,0.05,27.182,17.7,38.286,30.261,46.578,68.599,121.067,70.815,121.861,42.518,44.631,44.664,-10.82,43.813,57.594,71.188,70.625,67.188,70.125,0.0,0,72,70,1000,200,0.012,71.25,72.188,71.063,0.014,69.188,70.813,68.063,70.563,38.094,37.656,72,70,1000,200,0.017,146.875,76.375,72.75,0.274,69.5,71.875,69.25,71.563,28.281,53.125,72,70,1000,200,0.021,160.625,77.063,72.875,0.173,68.938,70.75,70.625,71.0,52.656,45.75,72,70,1000,200,0.018,148.375,80.063,71.875,0.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.01,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.074,-0.297,-0.222,-0.074,-0.146,-0.072,-0.222,-0.072,-0.377,12.181,-2.737,3.568,0.151,0.091,0.002,0.145,0.106,0.618,CCVS_FO
363,5152008,603,1,1,3,1,100.0,100,42.267,42.267,42.267,1,1,193.265,113.616,25.876,12.009,0,80,55,1.4,571.875,709.078,790.097,1.454,60.206,67.814,71.129,62.906,48.158,0.286,0.523,0.069,34.076,24.82,43.839,30.065,46.494,68.921,135.418,70.922,135.082,42.518,45.258,45.392,-10.82,40.656,62.188,71.125,70.688,63.719,68.563,0.0,0,72,70,1000,200,0.029,110.563,72.313,71.063,0.014,69.188,70.438,64.688,69.563,42.156,35.469,72,70,1000,200,0.026,181.25,87.875,71.625,0.344,69.688,71.375,66.688,70.875,22.828,50.969,72,70,1000,200,0.029,189.5,81.875,72.125,0.177,68.938,70.375,69.188,71.375,53.0,43.594,72,70,1000,200,0.027,184.0,82.563,75.875,0.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.01,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.074,-0.223,-0.296,-0.074,-0.072,-0.072,-0.222,-0.072,0.135,12.596,1.249,4.784,0.193,0.114,0.003,0.815,0.252,0.543,CCVS_FO
364,5152008,604,1,1,3,1,99.448,100,40.0,40.0,40.0,1,1,258.858,127.672,25.886,12.023,0,80,55,1.4,715.5,820.253,908.997,5.523,56.87,68.769,71.024,65.124,46.017,0.473,0.699,0.105,39.947,30.433,48.523,30.093,46.494,68.706,136.306,71.028,136.19,42.518,45.885,45.975,-10.82,37.719,65.375,70.938,70.625,60.625,66.188,0.0,0,72,70,1000,200,0.05,142.125,72.313,71.063,0.014,69.063,70.063,62.031,69.25,38.688,33.469,72,70,1000,200,0.033,200.5,93.938,74.625,0.354,69.688,70.938,64.688,69.75,22.922,49.0,72,70,1000,200,0.035,205.75,83.563,71.688,0.112,68.938,70.188,67.813,71.688,53.313,41.344,72,70,1000,200,0.034,204.375,83.25,78.438,0.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.032,0.01,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.074,-0.297,-0.222,-0.148,-0.146,-0.072,-0.222,-0.072,0.046,12.344,0.431,5.761,0.259,0.128,0.003,0.995,0.194,0.376,CCVS_FO
365,5152008,605,1,1,3,1,95.322,100,40.0,40.0,40.0,1,1,299.854,145.242,25.814,11.994,0,80,55,1.4,795.875,868.879,988.474,18.176,54.717,69.3,70.814,66.498,44.839,0.625,0.865,0.138,44.4,35.175,52.029,30.149,46.442,68.384,136.824,71.665,136.707,42.518,46.302,46.339,-10.82,35.844,67.313,70.875,70.438,58.219,63.719,0.0,0,72,70,1000,200,0.072,169.125,72.313,71.063,0.014,69.188,69.75,60.406,69.25,42.781,31.578,72,70,1000,200,0.037,212.25,95.563,80.188,0.358,69.813,70.625,63.031,68.75,19.234,47.656,72,70,1000,200,0.037,210.375,84.0,71.313,0.09,69.063,70.125,66.5,71.875,53.656,40.188,72,70,1000,200,0.037,209.125,82.375,79.063,0.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.01,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.074,-0.223,-0.296,-0.148,-0.146,-0.146,-0.222,-0.072,0.046,12.111,0.434,6.352,0.3,0.145,0.003,0.8,0.167,0.273,CCVS_FO
366,5152008,606,1,1,3,1,90.989,100,40.0,40.0,40.0,1,1,346.706,160.469,25.866,12.053,0,80,55,1.4,795.875,894.808,1088.097,11.049,53.318,69.618,70.604,67.66,44.304,0.728,0.984,0.16,48.466,38.27,55.002,30.289,46.481,68.384,136.898,72.94,137.003,42.592,46.302,46.484,-10.82,34.406,69.25,70.938,70.188,56.625,61.625,0.0,0,72,70,1000,200,0.085,183.5,72.313,71.063,0.014,69.063,69.563,59.219,69.125,43.063,30.516,72,70,1000,200,0.038,215.5,95.375,82.563,0.363,69.813,70.313,61.969,67.75,19.297,46.844,72,70,1000,200,0.038,211.25,84.25,71.063,0.073,69.063,70.063,65.625,71.5,51.25,39.156,72,70,1000,200,0.037,211.75,82.5,78.313,0.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.032,0.01,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.074,-0.297,-0.222,-0.148,-0.072,-0.072,-0.222,-0.146,-0.042,12.644,-0.39,6.502,0.347,0.16,0.003,0.676,0.14,0.359,CCVS_FO
367,5152008,607,1,1,3,1,86.022,100,40.0,40.0,40.0,1,1,370.132,169.839,25.845,12.038,0,80,55,1.4,816.5,864.57,1137.939,15.421,52.242,69.83,70.393,68.505,44.09,0.861,1.128,0.193,51.489,40.391,57.301,30.43,46.442,68.384,135.196,74.746,134.861,42.665,46.616,46.703,-10.82,33.406,70.625,70.688,69.813,55.406,60.0,0.0,0,72,70,1000,200,0.095,192.875,72.313,71.063,0.014,69.063,69.5,58.219,68.438,43.375,29.672,72,70,1000,200,0.039,213.75,95.125,83.0,0.353,69.813,70.0,60.844,66.75,19.375,46.531,72,70,1000,200,0.037,208.0,84.375,70.75,0.073,69.063,70.0,64.625,71.063,51.563,37.563,72,70,1000,200,0.039,216.25,83.0,78.25,0.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.01,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.074,-0.297,-0.222,-0.148,-0.146,-0.072,-0.296,-0.072,0.143,12.303,1.244,6.737,0.37,0.17,0.003,0.622,0.145,0.404,CCVS_FO
368,5152008,608,1,1,3,1,81.253,100,40.0,40.0,40.0,1,1,421.669,185.066,25.866,12.067,0,80,55,1.4,829.875,878.948,1159.762,43.344,51.596,69.936,70.078,68.822,43.983,0.949,1.175,0.204,53.949,42.65,58.9,30.626,46.403,68.599,139.265,70.284,137.151,42.225,46.616,46.703,-10.82,32.75,71.625,70.563,69.375,54.594,58.688,0.0,0,72,70,1000,200,0.097,196.125,72.188,71.063,0.014,69.063,69.25,57.375,67.938,43.656,28.969,72,70,1000,200,0.038,214.0,94.063,82.563,0.373,69.688,69.75,60.188,65.938,19.453,46.156,72,70,1000,200,0.036,209.375,84.563,70.563,0.073,69.125,69.938,63.969,70.813,51.844,37.469,72,70,1000,200,0.036,210.25,84.0,78.313,0.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.032,0.01,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.074,-0.297,-0.222,-0.148,-0.072,-0.072,-0.222,-0.146,0.793,12.306,7.846,7.49,0.422,0.185,0.002,0.624,0.149,0.484,CCVS_FO
369,5152008,609,1,1,3,1,75.452,100,40.0,40.0,40.0,1,1,431.04,190.922,25.124,11.994,0,80,55,1.4,836.25,861.699,1192.528,62.856,50.842,69.936,69.868,69.561,43.769,1.055,1.366,0.234,55.962,44.217,60.527,30.794,46.455,68.921,134.383,68.372,131.094,41.712,46.511,46.63,-10.82,32.469,72.875,70.125,69.0,53.688,57.594,0.0,0,72,70,1000,200,0.105,203.125,72.188,71.063,0.014,69.063,69.063,56.563,67.375,40.188,29.031,72,70,1000,200,0.036,207.125,91.813,82.25,0.375,69.688,69.563,59.25,65.063,23.328,46.0,72,70,1000,200,0.035,204.75,85.0,70.375,0.073,69.063,69.875,63.031,70.5,52.156,36.563,72,70,1000,200,0.038,210.5,85.75,78.938,0.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.01,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148,-0.223,-0.222,-0.148,-0.146,-0.072,-0.222,-0.146,1.252,12.291,11.875,8.178,0.431,0.191,0.002,0.522,0.156,0.56,CCVS_FO
